word,cnt_word
candace,2
candicebiscoe,1
candid,1
candidacy,16
candidat,1
candidate,191
candidates,100
candidlynic,1
candy,1
candyfairy16,1
candythomas3583,1
canidate,1
canley,1
cannon,1
cano,1
canoetravel,2
canopies,1
canterbury,1
canton,2
cantwait,1
canuck,1
canvas,1
cap,4
capabilities,1
capability,4
capable,10
capacity,8
cape,2
capfx5odip,1
capital,14
capital_golf,1
capitalism,1
capitalist,4
capitalize,3
capitalized,2
capitals,2
capitol,14
capitulated,1
capone,1
caprimary,1
caps,4
captain,5
captainamerica,1
captainmark_,1
captainnormal,1
captivated,1
captivates,1
captivating,1
captives,1
captivity,1
capttimscrim,1
capture,4
captured,13
captures,2
capturing,4
caputo,1
car,38
carafano,1
caralle,1
carastarey,1
caravan,15
caravans,22
carbon,8
card,27
cardecornish,1
cardin,1
cards,7
care,147
cared,3
career,44
careers,2
carefree,1
careful,40
carefully,5
caregiver,1
caregivers,2
careless,4
cares,26
cargo,1
caring,4
caritojuliette,1
carl,5
carl_c_icahn,2
carla,1
carlbernstein,1
carlhigbie,1
carlos,1
carlosmirabal8,1
carlrove,1
carlson,2
carly,12
carlyfiorina,6
carmel,2
carmen,1
carminezozzora,2
carnage,2
carol,2
carol_lcnixon67,1
carolburnett3,1
carolde,6
carolin42539648,1
carolina,253
carolinalive,3
carolinastoday,1
carolled2001,1
carolmillerwv,1
carols,1
carolyn82471448,1
carpet,2
carr,2
carranza,1
carrgaz,1
carrie,1
carrie_dunfee,1
carried,5
carriejo4ever,2
carrieksada,1
carrieon2014,1
carrier,8
carriers,1
carrillo_pete,7
carroll,1
carrollkuykend2,1
carry,9
carrying,7
cars,30
carshow,1
carson,78
carsonbonner,1
carsondaly,1
cart,1
cartel,1
cartels,15
carter,16
carterdekeyser,1
cartoon,2
cartoons,1
carve,1
casa,1
case,149
casehoag,1
cases,20
casey,3
caseybierer,1
cash,20
casino,1
cassidy,4
cast,28
casting,1
castro,6
casual,1
casualties,3
casuperrunner,2
cat,3
cataclysmic,1
catalyst,1
catastrophe,8
catastrophic,9
catch,19
catcher,4
catches,1
catching,5
catchmeonforbes,1
categories,3
category,15
caterpillar,1
catfight,1
catham11,5
cathedral,4
catherine,6
catholic,5
catholics,1
cathy,2
cathybuffaloe,1
cathyfuregno,1
cathymcmorris,1
cathyspartanj,1
catisbetter666,1
catonglass,1
cats,2
cattle,2
caucus,20
caucusfortrump,10
caucusgoers,1
caudillash,2
caught,76
cause,23
caused,29
causes,1
causing,16
cautious,2
cav1301,1
cave,9
caved,2
caves,1
cavuto,1
cazeauhue,1
cb99tg3xcg,1
cb_beach_bum,1
cbewjsq1a3,1
cbfoeeyltm,1
cbn,2
cbnnews,8
cbp,9
cbparizona,1
cbpgl6wyny,1
cbpsouthtexas,1
cbqrst4ln4,1
cbs,37
cbseveningnews,1
cbsmiami,1
cbsnews,28
cbsnewyork,1
cbssports,2
cbupnugnub,1
cbw3kxwves,1
cbxrwerzhp,1
cc,5
ccakul,1
ccarlen,1
ccclxnisso,1
cclkm,2
ccolvinj,1
ccorreia401,1
ccot,2
ccrealty2,2
ccubcyirm5,1
cd,1
cd3syvgkfj,1
cd4ltrepml,1
cdgrafics,3
cdiprima69,1
cdnrationale,1
cdqpiuedqs,1
cdt,3
cdvbumjxb9,1
ce,1
ce9f0mukfm,1
cea,1
ceas,1
cease,3
ceased,1
ceasefire,12
cebxowsnyp,1
cecily,2
cecki,1
cedar,8
cede,1
ceder,1
ceecee928,1
ceecorrine1,1
ceejay,1
ceiebhomes,1
ceiling,5
cel,1
celbrityapprentice,1
celeapprentice,1
celeb,8
celebapprentice,152
celebr,1
celebrate,45
celebrated,5
celebrates,1
celebrating,22
celebration,15
celebrations,5
celebrators,1
celebratory,1
celebraty,1
celebrities,9
celebrity,70
celebrityapprenctice,1
celebrityapprentice,105
celebrityapprenticenbc,1
celebrityapprenticewinner2015,1
celebs,3
celestefick,1
cell,7
cellphone,5
cellphones,1
cellular,1
celtoid2,1
cemetary,2
cemeteries,1
cemetery,8
cemkihlzbk,1
censor,1
censors,2
censorship,8
censur,1
censure,9
censureschiff,1
census,12
cent,1
centaur6d,1
centennial,1
center,75
centers,5
centra,1
central,8
cents,2
century,13
centuryofservice,1
cenxxzeygo,1
ceo,34
ceos,4
ceotownhall,1
ceovince,1
cept,1
ceremony,22
cernekee,2
cerrabella,1
cert,1
certain,48
certainly,18
certainty,4
certificate,4
certified,3
cesspool,1
cetra,1
cetv0orull,1
cev7giqexe,1
cevazzulia,1
cezxdstdsp,1
cf1eugmbku,1
cf6i1e0yjq,1
cf9sybqka7,1
cfarmer0608,1
cfcxpzjyn7,1
cfpb,3
cft1,2
cfxpjweunq,1
cg227,1
cg4dzhhbrv,1
cgacommencement17,1
cgasparino,1
cgc,1
cgciye7yzb,1
cgdlz26mda,1
cgf4bp44pv,1
cghp1cqpsp,1
cgo6109usj,1
cgqnnutwqg,1
cguard,1
cgugeixnod,1
cgwdlsofut,1
cgx4eo3afj,1
cgxs,1
ch,4
cha,2
chabad,1
chaddryann,1
chadpergram,2
chadr73,1
chadrowland3,1
chadschiebler,1
chadweiske,1
chafee,1
chafey,1
chaffetz,7
chagsameach,1
chain,18
chained111,1
chains,1
chair,14
chairm,1
chairman,79
chairs,3
chairwoman,2
chakraborty,1
chalian,1
chalkboard,1
challenge,15
challenged,7
challenger,1
challengers,1
challenges,6
challenging,1
chamber,6
chambers,1
champ,4
champforr,1
champforrest,2
champion,42
championed,1
champions,19
championship,13
championships,7
championstour,1
chance,110
chancellor,6
chances,8
chanded,1
chandlerholgate,1
change,178
changed,53
changer,8
changes,30
changethelaws,1
changetheworldin5words,1
changing,23
channel,6
channelguide,3
channeling,1
channels,3
channyeats,2
chanrogers,1
chant,5
chanting,5
chants,3
chao,1
chaos,14
chaotic,1
chapo,7
chapter,1
char,1
character,8
characterizing,1
characters,4
charade,6
charge,55
chargeable,1
charged,24
charges,41
charging,10
chariman,1
charisma,2
charitable,3
charities,6
charity,23
charle,1
charleneosbor17,1
charles,16
charlescwcooke,1
charlesfowler,2
charlesgerace,1
charlesgkoch,1
charleshodgson1,1
charleshurt,8
charlesliva,2
charlesmarino8,1
charlesmblow,1
charlespayne2nd,1
charleston,10
charleswhite816,1
charlevoix,1
charlie,8
charlieg_dc,1
charliegard,1
charliekirk11,19
charlierose,2
charlotte,11
charlottepturn,1
charlottesville,10
charm,2
charmianneary,1
charter,1
charts,1
chase,2
chaseelliott,1
chases,1
chasing,1
chastised,1
chat,3
chatbycc,4
chateauemissary,2
chattanooga,4
chatted,1
chatteringteef,1
chatting,1
chazermann26,1
cheap,4
cheaper,5
cheat,4
cheated,5
cheater,2
cheaters,2
cheatin,1
cheating,9
cheats,1
check,71
checked,7
checker,4
checkers,4
checking,5
checkmark,1
checks,10
cheer,2
cheer4usa,1
cheering,2
cheerleading,1
cheers,2
cheese,1
cheeto,1
chef,1
chef_riggy,1
cheflents,2
cheflucky23,1
chefmama32,1
cheif,1
chelsea,4
chemical,3
chemistry,3
cheney,1
cher,3
cherelynn,1
cheri,1
cherijacobus,3
cherish,12
cherished,6
chernuna,1
cherokee,2
cherokeeshaman2,1
cherry,5
cheryl,1
cherylynn6464,1
chess,2
chester,1
chesterfield,1
chesterfieldgop,2
chevy,1
chevy_mama,1
chewing,1
chezvachon,1
chfxhirqii,1
chgardens1,1
chglxgspqh,1
chgpygkmo7,1
chiba,1
chicago,54
chickatcsn,1
chicken,1
chickencouncil,1
chided,1
chief,60
chief_duggan,1
chiefs,7
child,14
childcare,3
childishly,1
children,72
chile,1
chill,4
chills,2
chin,2
china,527
chinese,36
chingaling3,4
chip,2
chip0tle_,1
chipb,1
chipgates1,1
chipman88,1
chirofrenzy,2
chiyankfred,1
chj7jpbwo1,1
chjluc91,1
chltjth8lf,1
chm,1
chm1321,1
chm14mc,1
chnsnurffx,1
chocked,2
chocolate,1
chocolate3way,1
choice,86
choices,10
choirboy,1
choke,4
choked,12
choker,8
chokes,1
choking,3
chol,1
choo,2
choose,18
chooses,3
choosing,3
chop,1
chorus,1
chose,7
chosen,11
chozick,1
chr,1
chris,72
chris0u24,1
chris_1791,1
chris_d2,1
chris_owens1213,2
chris_r_2014,8
chrisbiedermann,1
chrisboydbrew,1
chriscassidy_bh,2
chrischristie,7
chriscjackson,2
chriscoxb2b,1
chriscuomo,8
chrisgogarty,1
chrisgraham101,1
chrisjpmac,1
chriskyleband,1
chrislhayes,1
chrisofficer23,1
chrispalmer,1
chrisplanteshow,1
chrisrosica,1
chrisruddynmx,1
chrisstirewalt,1
chrissy,1
chrissycmc,1
christ,3
christ_step,1
christa_dorsett,1
christi,2
christian,14
christianinst,1
christianity,3
christianjosi,1
christianlasval,1
christianlord12,1
christianpost,1
christians,15
christiantoday,1
christichat,1
christie,13
christiec733,1
christinaaa28,1
christine_8888,1
christinemmoran,1
christmas,35
christo20722105,1
christopher,28
christotepis,1
christybelle14,1
chriswallace,2
chriswerner1988,3
chronicle,1
chrysler,10
chs,1
chubby6665,1
chuck,87
chuckcallesto,4
chuckgrassley,11
chuckiscool,2
chucklane1,3
chuckrossdc,1
chucktodd,26
chuckwoolery,2
chugging,1
chuqea6rsc,1
church,10
churches,4
churchill,3
chutzpah,2
cia,30
cicilline,1
cigarette,1
cigarettes,1
cigars,1
cigartainer,1
cijmqjhlqp,1
cillizza,2
cincinnati,14
cincodemayo,1
cinderelly78,1
cindy,8
cindybl,1
cindyblackwel12,2
cindyhydesmith,3
cinna33,1
cinvsyetaz,1
cio,3
circ,1
circle,4
circled,1
circleofenrichment,1
circles,2
circuit,19
circuited,2
circuits,2
circulated,1
circulation,4
circumstance,1
circumstances,4
circumvent,1
circus,10
circuspony2,1
cisco,1
cissieglynch,2
cissy,1
citadel,1
citadelgop,2
citations,1
cite,3
cited,1
cites,1
citi,3
cities,61
citing,2
citizen,26
citizens,57
citizens4trump,1
citizens_united,4
citizensfortrump,1
citizenship,21
citm8bpixd,1
citrus,1
city,97
city1star,1
cityblindsmib,1
ciuzfcj5ei,1
civic,4
civil,22
civilian,9
civilians,1
civilization,8
civilized,2
cj112connie,1
cjcboi,1
cjivzdrpu1,1
cjtf,1
cjtywwil85,1
cju8e0y0xj,1
cjwthefishermen,1
cjz7p3hfpx,1
ck,1
ck4zwu3f2n,1
ckbcosdq2l,1
ckeatukxde,1
ckfese3xih,1
ckjqfaombd,1
ckottlarock,1
ckrqnecvru,1
cktmtsaiy2,1
ckva2hljqb,1
ckvv3ygoot,1
ckvx2zga1x,1
ckxh2jfbnt,1
ckxkalgsiv,1
ckxlsdr1ut,1
cl,2
claen,1
claim,21
claimed,8
claiming,5
claims,37
claire,5
clanlig0ad,1
clapper,28
clar,1
claramarks,1
clare,3
clare_oc,5
claremont,1
clarence,2
clarencehouse,1
clarification,1
clarified,3
clarita,1
clarity,2
clark,1
clarkrogers123,1
clas,1
clash,1
class,78
classact,1
classes,1
classic,6
classiest,2
classified,37
classless,1
classmates,1
classroom,1
classrooms,1
classy,10
classyexplorer,3
classysnobbb,2
claude,1
claudia,2
claudiatenney,1
clause,1
clauses,2
clay,2
clayaiken,1
clayhiggins18,1
claymkopplin,2
clayton,1
claytonmorris,1
clbsjtgz8b,1
clcvogwomy,1
cldi79rin8,1
clea,1
clean,44
cleaner,3
cleaners,4
cleanest,4
cleaning,7
cleans,1
cleanup,3
clear,60
clearance,6
clearances,2
cleared,7
cleared37joseph,1
clearing,2
clearly,28
clears,1
clemson,7
clemsonfb,2
cleopattrausa,3
clerk,1
cleveland,18
clew136,1
clewandowski,1
clewandowski_,27
clhqgybbyr,1
clicks,1
client,6
clients,9
cliff,1
clifford,2
cliffshep,1
clifton,1
climate,10
climatechange,1
climber,1
climbers,1
climbing,2
clin,1
clinch,1
cline,2
cline4virginia,1
clint,2
clint_goodrich,1
clinton,584
clintonemailscandal,1
clintoniyh,1
clintons,15
clintwelborn1,1
clip,8
clips,4
clive,2
clobbered,2
clock,7
clone,1
close,130
closed,42
closely,47
closer,14
closes,5
closest,4
closet,4
closethedealtv,1
closing,16
closure,3
closures,2
clothing,1
clouded,1
clout,1
clovis,2
clown,20
clowns,15
club,59
club45usa,1
club4growth,14
clubgoers,1
clubhouse,2
clubs,1
clucrz2hde,1
clue,50
clueless,9
clues,1
clumsy,1
cluster,1
cm3hqt16a8,1
cm4fv1ye9l,1
cm7njqh0ti,1
cmbzjvpb4g,1
cmd629,1
cmdorsey,1
cmfcrzjhgm,1
cmichaeld2004,1
cmkb0ktksc,1
cmrineireu,1
cmrose111,1
cmte,1
cmxaxhy5ao,1
cmxvvow5um,2
cmxxw2fedq,1
cn3sdx5ft1,1
cnbc,31
cnbcgopdebate,2
cne0skpb5i,1
cnet,1
cnihgkjp0v,1
cnkrzd6d6z,1
cnl6dmfb6q,1
cnmi,1
cnn,490
cnndebate,7
cnnopinion,1
cnnpolitics,30
cnnsitroom,3
cnnsocialistdebate,1
cnnsotu,2
cnntonight,1
cns,1
cnsnews,1
cntr,1
cntraveler,1
coa,1
coach,20
coachabda,2
coaches,1
coaching,1
coachjman,1
coachurbanmeyer,1
coachzachcooper,2
coal,17
coalesced,1
coalition,13
coalitionfortrump,1
coast,40
coastal,2
coastguard,1
coastguardday,1
coastguardfound,3
coastinc,1
coatesville,3
coating,4
coats,2
cobb,2
cocaine,3
cochran,2
cocked,1
cocktail,1
cocktails,1
code,12
codematic,1
codes,1
codifying,1
codihart,1
codyave,1
codyraymille,1
codyshirk,1
coercion,1
coexist,1
coffee,1
coffee6666,1
coffers,7
coffin,1
cogqxfgnrn,1
cohen,38
cohesion,1
coincidence,2
coincidental,1
coincides,1
coirrdn33g,1
cokie,3
col,2
cola0531,1
colbert,1
colbertlateshow,5
colby,1
colbycovmma,1
cold,26
colder,1
coldest,4
coldmud,1
cole,1
colehudson68,1
colemandonna61,1
colemang81,1
coletonemr,1
coley716,1
colin,3
colincavall,1
colincowherd,4
colinswood,3
coliseum,4
coll,1
collaborated,1
collaborating,1
collaboration,1
collapse,11
collapsing,1
collar,9
collateral,1
colleagues,11
collect,2
collected,2
collecting,2
collection,8
collector,1
colleen_vsu,1
college,35
colleges,3
collegestump,2
collegiate,1
collier,1
collins,4
collinsworthsnf,1
collision,2
collude,8
colluded,13
colluding,5
collus,1
collusi,1
collusion,329
collussion,1
colmery,1
cologne,1
colombia,3
colon,1
colonel,1
color,5
colorado,48
coloradojoe2001,1
colormered,1
colors,1
colossally,1
colts,2
coltsfan322,1
columbia,4
columbus,9
columbusday,2
column,9
columnist,6
columns,3
colvinj,1
com,5
comatosejeb,1
combat,11
combatant,1
combatants,1
combating,1
combatting,1
combination,4
combine,1
combined,12
comcast,11
come,305
comeback,12
comebacks,1
comedian,5
comedy,1
comeflywithme,1
comes,60
comeuppance,1
comey,179
comeyesque,1
comfort,3
comfortable,3
comfortablysmug,1
comin,1
coming,281
comm,4
command,8
commandant,3
commanded,1
commander,19
commanderinchief,1
commanderinchiefforum,1
commanding,3
commemorate,2
commemorating,2
commemoration,1
commencement,5
commences,1
commencment,1
commend,3
comment,10
commentary,12
commentator,1
commentators,3
commented,1
commenting,3
comments,39
commerce,16
commercegov,2
commercial,12
commercials,10
commiecast,1
comming,1
commissarofgg,1
commission,14
commissioner,9
commissioning,2
commit,10
commitment,29
commitments,4
committe,1
committed,59
committee,87
committees,10
committeewoman,1
committing,2
commmitment,1
commodities,1
commodity,1
common,49
commoncore,2
commonlaw,1
commonly,2
commonsense,1
commonsenseman,1
commonwealth,6
commun,1
communi,1
communicat,1
communicate,3
communicatio,1
communication,6
communications,8
communicator,1
communique,1
communism,1
communist,2
communists,2
communities,32
community,42
communityjc,1
commuting,1
compa,1
companies,155
company,50
comparable,1
comparably,1
compare,4
compared,15
comparing,2
comparison,9
compassion,2
compassionate,1
compassionless,1
compatible,1
compelled,1
compelling,2
compensation,4
compete,11
competence,2
competent,4
competes,1
competing,6
competition,26
competitiors,1
competitive,8
competitor,7
competitors,7
compiling,1
complacent,1
complain,13
complaining,18
complains,2
complaint,6
complaints,12
complet,1
complete,131
completed,20
completely,42
completion,3
complex,11
complexities,1
complexity,1
compliance,1
compliant,1
complicated,3
compliment,4
complimentary,2
compliments,4
component,1
composed,4
composite,4
compound,1
comprehen,1
comprehend,2
comprehension,1
comprehensive,11
compresphyllis,1
comprised,1
compromise,6
compromised,6
compromising,2
comptroller,1
computer,5
computers,1
comrades,1
conan,1
concacaf,1
conceal,1
concealed,1
concede,2
conceded,3
concedes,1
conceited,1
conceived,2
concentrated,3
concentration,5
concept,5
conceptual,1
concern,4
concerned,26
concernedchick,1
concerning,46
concerningtimes,1
concerns,12
concert,6
concession,1
concessions,1
concha,1
concierge,1
concierto,1
conciliation,1
conciliatory,1
concise,2
conclude,5
concluded,7
conclusion,10
conclusions,2
conclusive,4
conclusively,4
concocted,1
conconbonbon7,2
concord,1
concordnhpatch,1
concrete,8
concur,2
conde,3
condemn,14
condemned,2
condemning,2
condemns,3
condition,6
conditioners,1
conditioning,1
conditions,29
condoleezza,2
condoleezzarice,1
condolences,46
condone,3
conduct,12
conducted,4
conducting,3
conducts,1
conf,1
confederation,1
conference,81
conferences,2
confessions,1
confidence,61
confident,2
confidential,4
confidentiality,2
confined,2
confinement,4
confirm,8
confirmation,13
confirmed,20
confirmgina,1
confirmgorsuch,2
confirming,5
confirms,8
conflict,16
conflicted,36
conflicting,3
conflicts,17
confront,8
confrontation,3
confrontational,1
confronted,4
confused,5
confusion,1
cong,1
congenial,6
congenital,1
congesswoman,1
congrats,48
congratspeggy,2
congratulate,13
congratulated,3
congratulates,1
congratulating,1
congratulation,3
congratulations,292
congratulatory,3
congregation,1
congregations,1
congres,1
congress,308
congresses,1
congressioal,1
congressiona,1
congressional,51
congressionalbaseballgame,1
congressionalgoldmedal,1
congressman,104
congressmanhice,3
congressmen,3
congresswoman,15
congresswomen,14
conjob,1
conjunction,2
conjures,1
conman,2
conman13,1
conmonitornews,1
connect,1
connected,6
connecticut,17
connection,5
connections,1
connects,1
connell,1
conner,1
connie_lee1,1
conniehegel,2
conniemackiv,1
connor,1
connorbaldwin21,1
conquer,2
conquered,1
conquering,1
conquests,2
conradmblack,2
conroecourier,1
conscience,2
conse,1
consecutive,5
consensus,1
consent,1
consequence,3
consequences,11
consequential,3
conservation,6
conservatism,2
conservative,52
conservatives,22
conservativevin,1
conservecast,2
conservmatt,1
conservreview,1
consider,21
considerable,1
considerably,1
consideration,8
considerations,3
considered,21
considering,28
considers,1
consistantly,1
consistent,9
consistently,4
conspicuously,1
conspiracy,22
conspire,2
conspired,3
constant,12
constant4change,1
constantly,26
constituents,5
constitutes,2
constitution,29
constitutional,19
constitutionality,2
constitutionally,4
constructed,5
construction,33
constructive,3
constructively,1
consulate,3
consult,5
consultant,1
consultation,3
consulting,4
consumer,41
consumers,10
consuming,2
cont,9
contact,16
contacts,4
contagious,1
contain,4
contained,1
containing,1
contains,2
conte,3
contemplate,2
contemplating,1
contempt,7
contender,2
contenders,1
content,2
contentious,1
contents,2
contest,4
contestant,1
contestants,7
context,5
continent,1
contingencies,1
contingency,1
contingent,1
continuation,9
continue,158
continued,9
continues,86
continuing,27
continuous,1
continuously,2
contract,12
contracting,2
contractor,4
contracts,1
contradict,1
contradicted,2
contradictions,1
contradicts,2
contrarian11,1
contrary,6
contrast,2
contribute,5
contributed,5
contributing,1
contribution,5
contributions,16
contributor,7
contributors,2
contrived,1
control,96
controlled,23
controlling,4
controls,5
controversial,8
controversies,2
controversy,5
convenient,1
conveniently,3
convention,53
conventions,1
convergence,2
convers,1
conversación,1
conversation,58
conversations,15
conversion,1
convict,3
convicted,7
conviction,5
convictions,5
convicts,1
convince,8
convinced,9
convinces,2
convincing,3
convincingly,1
conway,5
cook,7
cooked,2
cookie,1
cookingdoll,1
cookit1960,1
cool,21
coolest,1
coolgirl6978,2
coollukehh,1
coop,1
cooper,8
coopera,1
cooperate,6
cooperated,1
cooperation,9
cooperative,3
coordinate,1
coordinated,5
coordinating,2
coordination,7
cop,10
cope,1
copied,2
copies,14
copious,1
coppola,1
cops,13
copvxnn8yg,1
copy,21
copying,3
copyover2001,1
copyright,1
cor,1
cor06hurrw,1
coralville,2
corbyn,1
cord,1
cordial,2
cordray,1
core,31
cored8rfl2,1
corey,14
corke,1
corker,16
corn,2
cornel,1
corner,6
corning,1
cornwall,4
cornwhisky,1
cornyn,1
corolla,1
corp,1
corporate,10
corporation,2
corporations,6
corps,8
corr,1
correct,86
corrected,4
correcting,2
correction,2
corrections,1
corrective,1
correctly,12
correctness,6
corrects,2
correspondent,1
correspondents,7
corroborated,1
corrugated,1
corrup,2
corrupt,189
corrupted,3
corrupthillary,1
corruption,74
corruptly,1
corsi,4
cortapjq9p,1
cortessteve,3
cortez,6
cortuption,1
coruption,1
cory,5
cos,2
cosas,1
cosby,1
cosponsor,1
cospy8,1
cost,80
costa,2
costakenneth,1
costareports,2
costing,5
costly,17
costs,35
costume,7
costumer,2
cosumer,1
cota2012,1
cothsixavj,1
cotton,2
cou,1
couched,1
cougartrace,1
cough,3
coughing,1
couldn,71
couldyoudoit,1
coulter,1
coumo,1
coun,1
councel,16
council,39
counsel,42
count,15
counter,17
counterfeits,1
countering,2
counterparts,1
counters,1
counterterrorism,2
counties,3
counting,11
countless,6
countr,2
countri,1
countries,234
countrty,1
country,1346
counts,7
county,46
coup,27
couple,16
coupled,1
courage,37
courageou,1
courageous,19
courant,1
couric,1
course,101
courses,11
court,191
courtesty,1
courtesy,3
courthouse,1
courts,26
courtside,1
cousin,1
cousins,1
cousy,6
cover,51
coverage,57
coverallpads,1
covered,31
covering,12
covers,8
coverup,4
covfefe,2
covington,3
cow,3
coward,1
cowardice,3
cowardly,3
cowards,7
cowboy,2
cowboys,2
cowboysfortrump,1
cower,2
cowered,1
cowers,1
cows,3
cox,9
coxej1in8d,1
coxsam5,1
coyotes,5
coz,1
cozcwtsrfh,1
cozqnt6kvs,1
cp32vcx4he,1
cp7n9ashkj,1
cp9azm8u54,1
cpac,14
cpac2015,4
cpac2018,4
cpac2019,1
cpacnews,2
cpdo1mpahm,1
cpetelis,1
cpf3oxgdrx,1
cpi,1
cpil0b5flw,1
cpjdxq5hxt,1
cpo_mark_2010,1
cpsmxs54qv,1
cptbazbv1v,1
cptnloco262,1
cq2w0we6kp,1
cq3b1bgd4l,1
cq5awcuzt9,1
cqdmqxsxh6,1
cqixfuhhpp,1
cqjtfbnmvy,1
cqo41jcokn,1
cqtso2etjf,1
cr,5
cr0ood5loi,1
cr4i8dvunc,1
crack,1
crackdown,3
cracker,1
cracking,2
crackmacs,1
cracks,2
craddick,1
cradling,1
craft,4
crafted,2
crafting,1
craig,2
craig_eaton12,1
craigcaplan,1
craighume,1
craigmacwilson,1
crainschicago,4
crainsdetroit,1
cramer,2
crandon,1
crank,1
cranked,2
cranks,1
crap,5
crash,19
crashed,9
crashes,2
crashing,3
cratered,2
crazed,16
crazier,1
crazies,3
craziness,2
crazy,137
crazymamaa,4
cream,1
create,48
created,56
creates,5
creati,1
creating,24
creation,8
creative,2
creativexwalk,1
creativity,1
creator,6
creators,3
creats,1
cred,5
credentials,4
credibility,68
credible,8
credit,71
credited,1
creed,2
creep,2
creepy,3
crenpolitics,1
creta_r,2
crew,9
crews,1
crexoml9mi,1
cried,4
cries,1
crime,378
crimea,9
crimes,68
crimina,1
criminal,92
criminality,2
criminalization,1
criminalize,1
criminally,1
criminals,52
crimson,1
cringing,1
crinqc,1
crippled,31
crippledamerica,9
crippling,1
crises,1
crisi,2
crisis,82
crisjensen,1
crisxtina7765,1
criteria,2
critical,19
criticism,6
criticize,10
criticized,12
criticizes,3
criticizing,6
critics,10
critiques,1
crmm4c7iwn,1
crocked,1
cronies,5
crony,1
cronyism,1
crook,4
crooked,419
crookedhillary,43
crookedjournalism,1
crosby,1
cross,12
crosse,1
crossed,3
crosses,1
crossing,6
crossings,9
crossover,1
crossroads,1
crovatto,1
crowd,227
crowded,6
crowds,63
crowebar_67,1
crowley,1
crown,11
crstin0516,1
crtk7j3wpz,1
crucial,5
crude,2
cruebabe,2
cruel,2
cruise,3
cruising,1
crumble,3
crumbling,6
crunch,1
crusade4honesty,2
crush,4
crushed,5
crushing,6
crushingit,1
cruz,254
cruze,1
cruzfraud,1
cryin,20
crying,6
crypto,1
cryptocurrencies,1
cryptohio,1
crystal,3
crystalprebola,1
crz4basball,1
crzvjkkwy7,1
cs1racefan,1
cs8dod8wfm,1
csdgkcfyrl,1
csif8rp7qe,1
csn,1
cspan,8
cspanpolitics,1
cst,1
cstace1,2
csumc56cni,1
csvnslfro9,1
cszbffq2nw,1
ct,2
ct0lnu7kz0,1
cta,1
ctb5yjl1vb,1
ctb9g0sal0,1
ctgyrlnawv,1
cties,1
ctmommy,1
ctnllwl1z4,1
ctprimary,1
ctvdlukfhv,1
ctxhnskvip,1
cu3gozmf7j,1
cu_mr2ducks,1
cuba,14
cuban,12
cubans,1
cubs,4
cuccinelli,1
cuddlyanimal1,1
cudgel,1
cueto,1
cuiymvmqfv,1
cujhikzfgr,1
cull,1
culminating,3
culprit,1
culshq7aqi,1
culture,7
cultures,1
culzeancastle,1
cumming,1
cummings,15
cun3eqy3oi,1
cuna,1
cuneytgkn,1
cunning,2
cunningham,1
cunninghamny,1
cuntry,1
cuomo,33
cup,18
curate,1
curb,1
curbing,1
cure,1
cured,1
cures,1
curetivity,1
curiel,2
curious,2
currencies,8
currency,36
current,35
currently,33
currentlyfeed,1
curriculum,1
curriculums,1
curry,1
curse,2
cursing,1
curt,2
curtandkaren,1
curtis,2
curtiscraven76,1
curtismuddog,3
curtisvincent5,1
curve,3
curved,1
cushy,1
cusp,2
custody,3
custom,1
customary,1
customer,3
customers,8
customized,1
customs,4
customsborder,1
customwww,1
custserv,1
cut,108
cute,22
cutest,1
cuts,152
cutter,2
cutting,39
cuutl5szxq,1
cuy3vadago,1
cuz,5
cv1hzkvbit,1
cv3i3xrsok,1
cv40yiru2m,1
cvc1awejze,2
cvcbbovvfp,1
cvergara32,1
cvjvfcogot,1
cvpayne,10
cvtkcg1pln,1
cvu20zqsvj,1
cvwxoa1mjy,1
cvztyhmsgo,1
cw7ek6v229,1
cwaunion,1
cwavj4frdx,1
cwbyfn12,1
cwdqnisyh4,1
cwelliott2,1
cwfeceussq,1
cwilliams_rltr,1
cwisecwise1,3
cwnbfe3smd,1
cwp6ub5gqj,1
cwqkragqfx,1
cwqzlibv78,1
cwx8ga5dtz,1
cx4oewgemp,1
cx8op2qyw7,1
cxhgyaxiek,1
cxk0lfpgmd,2
cxlha87hs1,1
cxodpnimgz,1
cxqth61ssz,1
cxryik46qq,1
cxvtro6yis,1
cxvx5scf3c,1
cxxnyhsvx1,1
cyarlhsefu,1
cyber,6
cyber1980,1
cyberattack,1
cyberciety,1
cybersecurity,2
cycle,9
cycles,1
cyclone,5
cyg11dnxh7,1
cykncrrsre,1
cykqghagcx,1
cynthialummis,1
cypx4ec9w,1
cyraqakhy2,1
cyrcfwxjg3,1
cyrus,1
cz1qmzcxwo,1
cz7wq8lg2f,1
czar,1
czcubee9x7,1
czhzn0qkqn,1
czkkrgxlsi,1
czl6gbccxn,1
czlnrrftw3,1
czo,1
czrydkthth,1
cztdiqqiih,1
czutygamqv,1
côte,1
d03kv07df7,1
d0aowhoh4x,1
d0apaaxvvm,1
d0dcuz20jf,1
d0htwp2u59,1
d0lfyiblvx,1
d0mebjxbwn,1
d0tok8j6jj,1
d0vbfeeplk,1
d1dhais0s7,1
d1fyngw0nl,1
d1my2apc7f,1
d1sxb8mlv0,1
d22hrxa28h,1
d29dlingst,1
d2plebk3m2,1
d2t8xajf4x,1
d2upx5fitc,1
d3vukt8cux,1
d4zxazzbq8,1
