,source,text,date,retweet_count,favorite_count,id_str,time
8525,Twitter for Android,"""@blt21muttrades: People are just mad that you're doing so good so they are gonna do they're best to stop you. Not gonna happen #MAGA""",2016-03-03,2620,9928,705399128180789248,14:27:12.000000
8634,Twitter for Android,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,2016-03-12,5939,13689,708647560399949824,13:35:19.000000
8635,Twitter for Android,"Ohio had the biggest budget increase in the U.S. If it were not for striking oil, they would be bust! Governor Kasich in favor of TPP fraud!",2016-03-12,4366,11599,708658225198006272,14:17:41.000000
8652,Twitter for Android,"Ohio Gov.Kasich voted for NAFTA, from which Ohio has never recovered. Now he wants TPP, which will be even worse. Ohio steel and coal dying!",2016-03-13,5977,12897,708985532483837952,11:58:17.000000
8663,Twitter for iPhone,"Gov Kasich voted for NAFTA, which devastated Ohio and is now pushing TPP hard- bad for American workers!",2016-03-14,4870,10780,709423676425379840,16:59:19.000000
8671,Twitter for Android,"Kasich voted for NAFTA, a disaster for Ohio, and now wants the even worse TPP approved. Vote Trump and end this madness!",2016-03-15,5020,12813,709592458401816576,04:10:00.000000
8675,Twitter for Android,"Don't reward Mitt Romney, who let us all down in the last presidential race, by voting for Kasich (who voted for NAFTA, open borders etc.).",2016-03-15,5259,14206,709703632292331520,11:31:46.000000
8678,Twitter for Android,"North Carolina lost 300,000 manufacturing jobs and Ohio lost 400,000 since 2000. Going to Mexico etc. NO MORE IF I WIN, WE WILL BRING BACK!",2016-03-15,6092,13952,709735250927226880,13:37:24.000000
8824,Twitter for Android,"It is amazing how often I am right, only to be criticized by the media. Illegal immigration, take the oil, build the wall, Muslims, NATO!",2016-03-24,7402,22058,713012045214531584,14:38:13.000000
8860,Twitter for Android,"The United States cannot continue to make such bad, one-sided trade deals. There are only so many jobs we can give up. No more!",2016-03-28,7191,22437,714260201927520256,01:17:57.000000
8907,Twitter Web Client,"Can you believe that Ted Cruz, who has been killing our country on trade for so long, just put out a Wisconsin ad talking about trade?",2016-04-01,5948,16101,716020373045841920,21:52:14.000000
8911,Twitter for Android,"I will be in Wisconsin until the election. Jobs, trade and immigration will be big factors. I will bring jobs back home - make great deals!",2016-04-02,6633,19699,716088246258651136,02:21:56.000000
8912,Twitter for Android,"Wisconsin has suffered a great loss of jobs and trade, but if I win, all of the bad things happening in the U.S. will be rapidly reversed!",2016-04-02,8036,23342,716222480738869248,11:15:20.000000
9078,Twitter for Android,"Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler, never a nice thing to do. I will beat Hillary!",2016-04-20,10098,27645,722767517349978112,12:42:59.000000
9083,Twitter for iPhone,We are going to bring steel and manufacturing back to Indiana!,2016-04-21,5128,15647,722967703313612800,01:58:27.000000
9120,Twitter for iPhone,Passing what was once a vibrant manufacturing area in Pennsylvania. So sad! #MakeAmericaGreatAgain https://t.co/RYWjgPh9Ja,2016-04-25,7763,20063,724722427297673216,22:11:06.000000
9226,Twitter Web Client,Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.,2016-05-06,8197,24070,728617415332999168,16:08:23.000000
9247,Twitter for iPhone,"Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!",2016-05-08,8967,25501,729404337164783616,20:15:20.000000
9259,Twitter for Android,"""@Valdosta_Monkey: @ChrisCuomo @realDonaldTrump  Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA https://t.co/dFDvYQrN1v""",2016-05-09,4314,9394,729646520568524800,12:17:41.000000
9344,Twitter for Android,"How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA, the worst economic deal in U.S. history?",2016-05-17,8557,22609,732576889538260992,14:21:55.000000
9435,Twitter for Android,"In trade, military and EVERYTHING else, it will be AMERICA FIRST! This will quickly lead to our ultimate goal: MAKE AMERICA GREAT AGAIN!",2016-05-23,8213,22156,734742416494845952,13:46:57.000000
9444,Twitter for Android,"Crooked Hillary Clinton overregulates, overtaxes and doesn't care about jobs. Most importantly, she suffers from plain old bad judgement!",2016-05-24,6923,19945,735073508124983296,11:42:35.000000
9495,Twitter for Android,The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!,2016-05-29,6133,21019,737055532960223232,22:58:27.000000
9496,Twitter for iPhone,"If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!",2016-05-29,5978,16159,737056428452630528,23:02:01.000000
